received_on,operator,volunteer,event_type,response_date,age,sex,duration,location,location_slug,location_type,topics_list,topics_count,topic_A1,topic_A2,topic_B1,topic_B2,topic_B3,topic_B4,topic_C1,topic_C2,topic_D1,topic_D2,topic_D3,topic_E1,topic_E10,topic_E2,topic_E3,topic_E4,topic_E5,topic_E6,topic_E7,topic_E8,topic_E9,topic_F1,topic_F10,topic_F11,topic_F12,topic_F2,topic_F3,topic_F4,topic_F5,topic_F6,topic_F7,topic_F8,topic_F9,topic_G1,topic_H1,topic_H2,topic_H3
2013-07-19T19:42:38,orange,abba,CALL_ME,2013-07-19T10:16:00,21,M,3,BACO-DJIKORONI,91095001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-19T19:27:39,malitel,abba,SMS_HOTLINE,2013-07-19T19:27:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T17:03:22.887000,orange,abba,RING,2013-07-19T17:03:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T19:37:29.516000,malitel,abba,RING,2013-07-19T10:34:00,33,M,1,BACO-DJIKORONI,91095001,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-19T19:43:39,orange,abba,CALL_ME,2013-07-19T10:34:00,22,M,4,KALABANCORO,25029250,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-19T17:29:35.556000,malitel,abba,RING,2013-07-19T13:40:00,29,M,2,SIRAKORO-TIEMOKOLA,31091998,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-19T19:46:16,orange,abba,CALL_ME,2013-07-19T10:11:00,21,M,2,BADALABOUGOU,91095100,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T19:42:45,orange,abba,CALL_ME,2013-07-19T10:22:00,34,M,1,DISTRICT DE BAMAKO,91000000,cercle,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-19T19:42:54,orange,abba,CALL_ME,2013-07-19T10:24:00,,F,1,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T13:51:02.236000,malitel,abba,RING,2013-07-20T14:21:00,19,F,4,KADIOLO,33028197,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T14:42:30.006000,orange,abba,RING,2013-07-20T14:42:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-19T23:30:11.879000,orange,abba,RING,2013-07-19T11:48:00,,U,1,,,,"E1, H3",2,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T14:10:50.767000,orange,abba,RING,2013-07-20T13:10:00,36,M,3,TOROKOROBOUGOU,91095892,village,F10,1,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,
2013-07-20T13:50:41.807000,orange,abba,RING,2013-07-20T13:50:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T14:06:51.126000,orange,abba,RING,2013-07-20T14:06:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T13:52:39.504000,orange,abba,RING,2013-07-20T14:08:00,36,M,5,COMMUNE DE SIKASSO,31091000,commune,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T13:46:29.916000,malitel,abba,RING,2013-07-20T13:22:00,26,M,4,BOULKASSOUMBOUGOU,91091112,village,"E5, H1",2,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,true,,
2013-07-20T13:44:07.236000,malitel,abba,RING,2013-07-20T13:44:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T13:30:01.086000,orange,abba,RING,2013-07-20T13:30:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T13:26:43.367000,malitel,abba,RING,2013-07-20T14:46:00,26,F,2,DIELIBOUGOU,91091223,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T14:26:33.166000,orange,abba,RING,2013-07-20T14:28:00,30,M,2,COMMUNE 5,91095000,commune,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T14:01:26.967000,orange,abba,RING,2013-07-20T14:01:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-19T23:49:49,orange,abba,CALL_ME,2013-07-19T10:45:00,,U,1,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T23:54:23,orange,abba,CALL_ME,2013-07-19T10:47:00,,U,1,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T09:02:33.726000,orange,abba,RING,2013-07-20T11:19:00,24,M,2,SOTUBA,91091889,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T10:20:01,orange,abba,CALL_ME,2013-07-20T11:26:00,25,F,1,MAGNAMBOUGOU,91096298,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T23:35:18,orange,abba,SMS_HOTLINE,2013-07-19T11:41:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T23:28:48,orange,abba,SMS_HOTLINE,2013-07-19T11:42:00,56,M,4,COMMUNE 6,91096000,commune,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T23:26:13,orange,abba,SMS_HOTLINE,2013-07-19T11:54:00,22,M,1,BANCONI,91091001,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T08:28:44.726000,orange,abba,RING,2013-07-20T12:09:00,34,M,2,SANOUBOUGOU,31091782,village,"A1, E5, F4",3,true,,,,,,,,,,,,,,,,true,,,,,,,,,,,true,,,,,,,,,
2013-07-20T08:29:18.166000,orange,abba,RING,2013-07-20T12:24:00,46,M,3,SANOUBOUGOU,31091782,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T08:34:35.716000,orange,abba,RING,2013-07-20T12:00:00,,M,1,DISTRICT DE BAMAKO,91000000,cercle,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T10:42:41.558000,orange,issa,RING,2013-07-20T14:50:00,32,M,1,TALICO,91094889,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T10:44:13.198000,orange,issa,RING,2013-07-20T14:53:00,39,M,1,MAGNAMBOUGOU,91096298,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T10:44:48.759000,orange,issa,RING,2013-07-20T14:57:00,32,M,2,MAGNAMBOUGOU,91096298,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T10:47:18,orange,issa,CALL_ME,2013-07-20T15:04:00,26,M,1,NIAMAKORO,91096496,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T10:48:22.398000,orange,issa,RING,2013-07-20T15:24:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T12:40:01.776000,orange,issa,RING,2013-07-20T15:10:00,47,M,1,YIRIMADJO,91096892,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T12:44:05,orange,issa,CHARGE_ME,2013-07-20T15:18:00,34,M,1,DIAKOROLA-DIASSA,31091096,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T15:06:29.646000,orange,abba,RING,2013-07-20T16:18:00,37,M,1,BADALABOUGOU,91095100,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-19T23:27:15,orange,abba,CALL_ME,2013-07-19T10:22:00,23,F,1,BANCONI,91091001,village,F2,1,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,
2013-07-19T23:27:21,orange,abba,SMS_HOTLINE,2013-07-19T10:29:00,14,M,2,BANANKABOUGOU,91096001,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T23:27:22,orange,abba,CALL_ME,2013-07-19T10:36:00,20,F,2,BANANKABOUGOU,91096001,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T23:27:43,orange,abba,CALL_ME,2013-07-19T10:46:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T23:27:50,orange,abba,CALL_ME,2013-07-19T23:27:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T23:27:53,orange,abba,CALL_ME,2013-07-19T10:46:00,21,M,4,DJIKORONI-PARA,91094001,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T23:28:25,orange,abba,CALL_ME,2013-07-19T23:28:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-19T23:29:09,orange,abba,CALL_ME,2013-07-19T23:29:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-19T23:39:45,orange,abba,CALL_ME,2013-07-19T23:39:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-19T23:36:01.356000,orange,abba,RING,2013-07-19T11:56:00,24,M,5,HORS DU MALI,99999999,region,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-19T23:38:36.006000,orange,abba,RING,2013-07-19T12:39:00,15,M,1,KALABANCORO,25029250,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T23:45:13.156000,orange,abba,RING,2013-07-19T23:45:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T00:03:54.247000,orange,abba,RING,2013-07-19T00:03:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T00:09:43.806000,orange,abba,RING,2013-07-19T12:14:00,22,M,2,ZONE INDUSTRIELLE + BOUGOUBA,91092901,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T00:14:41.086000,orange,abba,RING,2013-07-19T00:14:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T20:11:41,orange,abba,CALL_ME,2013-07-19T10:18:00,28,F,2,KOROFINA NORD,91091556,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19T20:57:06,orange,abba,CALL_ME,2013-07-19T10:29:00,,M,2,KITA-GARE,15091199,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-19T21:18:17,orange,abba,CALL_ME,2013-07-19T21:18:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T23:25:45,orange,abba,CALL_ME,2013-07-19T10:35:00,25,F,1,BOULKASSOUMBOUGOU,91091112,village,F1,1,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,
2013-07-19T23:26:05,orange,abba,RING,2013-07-19T10:42:00,23,F,2,HIPPODROME,91092361,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-19T23:26:11,orange,abba,RING,2013-07-19T23:26:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-19T23:27:43.759000,orange,abba,RING,2013-07-19T11:28:00,16,M,1,SEGOU KOURA BAMBARA,41091716,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T08:11:02.896000,orange,abba,RING,2013-07-20T12:33:00,18,F,3,BANCONI,91091001,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T09:12:12,orange,abba,SMS_HOTLINE,2013-07-20T09:12:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T09:13:15,orange,abba,SMS_HOTLINE,2013-07-20T14:34:00,24,F,1,DARSALAM,91093331,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T10:48:49.878000,orange,abba,RING,2013-07-20T13:14:00,48,F,1,DISTRICT DE BAMAKO,91000000,cercle,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T10:41:58.001000,orange,abba,RING,2013-07-20T10:41:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T00:16:44.446000,orange,abba,RING,2013-07-19T13:48:00,30,M,2,DISTRICT DE BAMAKO,91000000,cercle,F10,1,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,
2013-07-20T00:24:06.246000,orange,abba,RING,2013-07-19T11:58:00,28,F,1,DISTRICT DE BAMAKO,91000000,cercle,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T00:29:16.966000,orange,abba,RING,2013-07-19T12:04:00,27,M,2,SANOUBOUGOU,31091782,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T00:44:14.247000,orange,abba,RING,2013-07-19T12:31:00,20,F,2,SENOU,91096595,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T07:37:53.886000,orange,abba,RING,2013-07-20T12:17:00,18,F,1,COMMUNE 1,91091000,commune,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T15:04:33.196000,orange,abba,RING,2013-07-20T15:45:00,43,M,3,BANCONI,91091001,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-20T15:04:49.406000,orange,abba,RING,2013-07-20T15:04:00,32,M,1,DJIKORONI-PARA,91094001,village,"E1, E7",2,,,,,,,,,,,,true,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T13:39:59.686000,orange,abba,RING,2013-07-20T15:06:00,36,M,1,FADJIGUILA,91091445,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T14:34:31.014000,orange,abba,RING,2013-07-20T14:34:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T14:35:10.806000,orange,abba,RING,2013-07-20T15:23:00,23,M,1,QUARTIER MALI,91095496,village,E6,1,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,
2013-07-20T17:04:48.366000,orange,abba,RING,2013-07-20T17:04:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T15:55:15.246000,orange,abba,RING,2013-07-20T17:40:00,34,M,1,BANANKABOUGOU,91096001,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T15:57:38.126000,orange,abba,RING,2013-07-20T15:57:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T16:33:48.366000,orange,abba,RING,2013-07-20T16:33:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T08:55:59.399000,malitel,abba,RING,2013-07-20T13:40:00,,M,1,WAYEREMA,31091924,village,B1,1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T11:18:39.916000,malitel,abba,RING,2013-07-20T16:30:00,28,F,2,KALABANCORO,25029250,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T10:41:34.838000,malitel,abba,RING,2013-07-20T14:34:00,26,M,2,LAFIABOUGOU,91094445,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T10:35:48.278000,malitel,abba,RING,2013-07-20T10:35:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T12:45:07,orange,issa,CALL_ME,2013-07-20T12:45:00,,U,0,,,,"B3, H2",2,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T11:33:17.207000,malitel,issa,RING,2013-07-20T13:33:00,30,F,2,BOULKASSOUMBOUGOU,91091112,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T12:18:34.718000,malitel,issa,RING,2013-07-20T12:18:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T12:45:11.126000,orange,issa,RING,2013-07-20T12:45:00,37,M,0,BADALABOUGOU,91095100,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-20T12:41:41.326000,orange,issa,RING,2013-07-20T12:41:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T11:22:10.197000,malitel,issa,RING,2013-07-20T13:55:00,33,F,3,KALABANCOURA,91095397,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T11:25:11.126000,malitel,issa,RING,2013-07-20T11:25:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-20T11:26:02.236000,malitel,issa,RING,2013-07-20T13:29:00,29,F,1,KAFONO,33028246,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-18T11:11:59.158000,orange,issa,RING,2013-07-18T11:11:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:38:21.398000,malitel,issa,RING,2013-07-18T11:38:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:33:05.048000,orange,issa,RING,2013-07-18T11:33:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:03:25.077000,malitel,issa,RING,2013-07-18T11:03:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:30:49.280000,orange,issa,RING,2013-07-18T11:30:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:08:27.318000,malitel,issa,RING,2013-07-18T11:08:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:09:35.557000,malitel,issa,RING,2013-07-18T11:09:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:42:37.797000,orange,issa,RING,2013-07-18T11:42:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:29:46.878000,orange,issa,RING,2013-07-18T11:29:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T11:55:29.677000,malitel,issa,RING,2013-07-18T11:55:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-18T12:16:42.529000,malitel,issa,RING,2013-07-18T12:16:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-06T15:32:08.843000,orange,reg,RING,2013-07-06T15:32:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-10T09:04:39.858000,orange,reg,RING,2013-07-10T09:04:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-11T07:53:59,orange,reg,CALL_ME,2013-07-11T07:53:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-10T19:58:05.057000,orange,reg,RING,2013-07-10T19:58:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-11T07:53:59.807000,orange,reg,RING,2013-07-11T07:53:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-11T08:18:19.060000,malitel,reg,RING,2013-07-11T08:18:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-09T22:11:51.187000,malitel,alou,RING,2013-07-09T22:11:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-10T08:39:42.567000,malitel,alou,RING,2013-07-10T08:39:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-16T21:01:16.158000,malitel,alou,RING,2013-07-16T21:01:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-20T15:58:21.686000,orange,abba,RING,2013-07-20T16:58:00,21,F,2,FALADIE,91096199,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20T16:03:27.686000,orange,abba,RING,2013-07-20T15:53:00,62,M,2,MEDINE,31091569,village,"B1, E1",2,,,true,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05T08:50:39.111000,orange,samerou,RING,2013-07-05T08:50:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T12:53:49.321000,orange,samerou,RING,2013-07-04T12:53:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-04T12:54:59,orange,samerou,SMS_HOTLINE,2013-07-04T12:54:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-04T12:54:04.872000,malitel,samerou,RING,2013-07-04T12:54:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-04T12:56:21.231000,malitel,samerou,RING,2013-07-04T12:56:00,,U,0,,,,H3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-04T12:58:26.631000,orange,samerou,RING,2013-07-04T12:58:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T13:09:27.081000,orange,samerou,RING,2013-07-04T13:09:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T12:55:47,orange,samerou,RING,2013-07-04T12:55:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T13:34:57.801000,orange,samerou,RING,2013-07-04T13:34:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T14:07:35.521000,orange,samerou,RING,2013-07-04T14:07:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T14:13:41.961000,orange,samerou,RING,2013-07-04T14:13:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T14:22:03.951000,malitel,samerou,RING,2013-07-04T14:22:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T14:44:09.071000,malitel,samerou,RING,2013-07-04T14:44:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T16:06:58.961000,orange,samerou,RING,2013-07-04T16:06:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T17:29:37,orange,samerou,SMS_HOTLINE,2013-07-04T17:29:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-05T11:55:18.881000,malitel,samerou,RING,2013-07-05T11:55:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T20:52:58.719000,malitel,samerou,RING,2013-07-04T20:52:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T21:02:43.001000,orange,samerou,RING,2013-07-04T21:02:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-04T21:14:30.801000,orange,samerou,RING,2013-07-04T21:14:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-05T12:28:02.031000,orange,samerou,RING,2013-07-05T12:28:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-05T13:49:52.831000,orange,samerou,RING,2013-07-05T13:49:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-05T14:41:18.671000,malitel,samerou,RING,2013-07-05T14:41:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-05T15:37:44.211000,orange,samerou,RING,2013-07-05T15:37:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-05T16:26:02.791000,malitel,samerou,RING,2013-07-05T16:26:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-05T16:30:54.711000,malitel,samerou,RING,2013-07-05T16:30:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-05T17:11:10.121000,orange,samerou,RING,2013-07-05T17:11:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-14T22:24:10.918000,malitel,samerou,RING,2013-07-14T22:24:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
