received_on,operator,volunteer,event_type,response_date,age,sex,duration,location,location_slug,location_type,topics_list,topics_count,topic_A1,topic_A2,topic_B1,topic_B2,topic_B3,topic_B4,topic_C1,topic_C2,topic_D1,topic_D2,topic_D3,topic_E1,topic_E10,topic_E2,topic_E3,topic_E4,topic_E5,topic_E6,topic_E7,topic_E8,topic_E9,topic_F1,topic_F10,topic_F11,topic_F12,topic_F2,topic_F3,topic_F4,topic_F5,topic_F6,topic_F7,topic_F8,topic_F9,topic_G1,topic_H1,topic_H2,topic_H3
2013-07-25T10:04:38.058000,malitel,issad,RING,2013-07-25T13:36:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T10:06:26.458000,malitel,issad,RING,2013-07-25T10:06:00,31,M,3,BANKASS,53001000,commune,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T10:08:28.128000,malitel,issad,RING,2013-07-25T13:47:00,31,M,0,MOPTI,50000000,region,"F9, H2",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,true,
2013-07-25T10:09:07.178000,malitel,issad,RING,2013-07-25T13:51:00,56,F,3,KOROFINA NORD,91091556,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25T10:10:21.438000,malitel,issad,RING,2013-07-25T13:56:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T10:12:25.610000,malitel,issad,RING,2013-07-25T13:57:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T10:14:14.298000,malitel,issad,RING,2013-07-25T14:02:00,37,M,2,BADALABOUGOU,91095100,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T10:19:55.418000,malitel,issad,RING,2013-07-25T14:06:00,37,M,4,BAMAKO-COURA,91093166,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-27T07:48:57.663000,malitel,abba,RING,2013-07-21T11:04:00,41,M,4,SENOU,91096595,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25T16:18:54.258000,orange,samerou,RING,2013-07-25T17:37:00,40,M,1,SANKORE,61091745,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T16:21:34,orange,samerou,SMS_HOTLINE,2013-07-25T17:40:00,41,M,1,BOULKASSOUMBOUGOU,91091112,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T16:26:31.378000,orange,samerou,RING,2013-07-25T17:42:00,15,F,2,KALABANCOURA,91095397,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26T10:11:21,orange,issa,SMS_HOTLINE,2013-07-26T10:11:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T16:30:06.538000,orange,samerou,RING,2013-07-25T17:45:00,27,M,1,KABARA,61091497,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25T16:30:45,orange,samerou,RING,2013-07-25T10:11:00,43,M,2,ZONE INDUSTRIELLE + BOUGOUBA,91092901,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T10:14:28.270000,orange,issa,RING,2013-07-26T15:54:00,22,M,3,BANCONI,91091001,village,B2,1,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25T16:33:46.858000,orange,samerou,RING,2013-07-25T10:14:00,47,F,2,MEDINA-COURA,91092451,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-25T16:34:11.858000,orange,samerou,RING,2013-07-25T10:19:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-25T16:34:45,orange,samerou,SMS_HOTLINE,2013-07-25T10:20:00,43,M,1,ZONE INDUSTRIELLE + BOUGOUBA,91092901,village,"A2, F9",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-23T13:09:25.808000,orange,samerou,RING,2013-07-23T18:48:00,41,M,2,DIELIBOUGOU,91091223,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T17:25:17,orange,samerou,RING,2013-07-24T17:25:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T16:35:15.338000,orange,samerou,RING,2013-07-25T10:25:00,29,M,4,DARSALAM,91093331,village,"A2, F9",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T16:37:39.178000,orange,samerou,RING,2013-07-25T10:27:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T10:04:20.858000,orange,samerou,RING,2013-07-24T19:46:00,22,M,2,MISSABOUGOU,91096397,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-25T16:38:33,orange,samerou,CALL_ME,2013-07-25T10:28:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T17:44:19.008000,orange,samerou,RING,2013-07-24T17:44:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T17:44:51.498000,orange,samerou,RING,2013-07-24T19:42:00,34,M,2,COMMUNE 6,91096000,commune,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T16:38:54.740000,orange,samerou,RING,2013-07-25T10:30:00,29,F,3,DOUMAZANA,91091334,village,"A2, F9",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T17:46:03.300000,orange,samerou,RING,2013-07-24T17:46:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T17:50:57,orange,samerou,CALL_ME,2013-07-24T17:50:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T17:52:09,orange,samerou,CALL_ME,2013-07-24T17:52:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T16:39:47.698000,orange,samerou,CALL_ME,2013-07-25T10:35:00,25,M,2,NIARELA,91092631,village,"A2, F9",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T17:55:24.938000,orange,samerou,RING,2013-07-24T17:55:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T14:55:58.908000,orange,samerou,RING,2013-07-25T10:39:00,25,M,2,KALABANCORO,25029250,village,"A2, E9, F9",3,,true,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,true,,,,
2013-07-24T20:03:48.098000,orange,samerou,RING,2013-07-24T19:58:00,22,F,2,LAFIABOUGOU,91094445,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-23T23:49:17.058000,malitel,samerou,RING,2013-07-23T23:49:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T16:42:30.102000,orange,samerou,RING,2013-07-25T10:43:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T14:42:01,orange,samerou,SMS_HOTLINE,2013-07-24T18:47:00,63,M,3,LAFIABOUGOU,91094445,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T14:47:31.938000,orange,samerou,RING,2013-07-25T10:54:00,32,M,1,DARSALAM,91093331,village,"A2, H3",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-24T14:42:47.065000,orange,samerou,RING,2013-07-24T18:51:00,50,M,2,LAFIALA,35091595,village,"E1, E7",2,,,,,,,,,,,,true,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-25T16:49:47.698000,orange,samerou,RING,2013-07-25T10:58:00,21,F,8,KOROFINA NORD,91091556,village,"A2, E1, E9",3,,true,,,,,,,,,,true,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-24T14:44:45.428000,orange,samerou,RING,2013-07-24T18:54:00,18,F,2,LAFIABOUGOU,91094445,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-25T16:50:46,orange,samerou,CALL_ME,2013-07-25T11:15:00,21,M,5,KOROFINA NORD,91091556,village,"A1, A2, B1, C1, D1, E1, F1",7,true,true,true,,,,true,,true,,,true,,,,,,,,,,true,,,,,,,,,,,,,,,
2013-07-24T14:47:56.348000,orange,samerou,RING,2013-07-24T14:47:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T14:51:51,orange,samerou,CALL_ME,2013-07-24T18:58:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T16:56:16.488000,orange,samerou,RING,2013-07-25T11:22:00,50,M,11,HORS DU MALI,99999999,region,"A2, E1, E9",3,,true,,,,,,,,,,true,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-25T16:58:31.858000,orange,samerou,RING,2013-07-25T11:34:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T14:55:51.378000,orange,samerou,CALL_ME,2013-07-24T18:59:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-26T10:14:37.670000,orange,issa,RING,2013-07-26T16:24:00,50,M,4,BANCONI,91091001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T08:40:30.788000,orange,samerou,RING,2013-07-26T17:37:00,40,M,1,SANKORE,61091745,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T10:17:13.747000,orange,issa,RING,2013-07-26T10:17:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T21:28:54,orange,samerou,SMS_HOTLINE,2013-07-25T10:20:00,43,M,1,ZONE INDUSTRIELLE + BOUGOUBA,91092901,village,"A2, F9",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T10:19:03,orange,issa,SMS_HOTLINE,2013-07-26T10:19:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T14:59:37.578000,orange,samerou,RING,2013-07-24T19:00:00,26,M,2,SOGONIKO,91096694,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-26T10:19:34,orange,issa,CALL_ME,2013-07-26T10:19:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-25T17:13:41,orange,samerou,RING,2013-07-25T17:42:00,15,F,2,KALABANCOURA,91095397,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24T15:02:15.258000,orange,samerou,RING,2013-07-24T19:10:00,24,M,1,DJIKORONI-PARA,91094001,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-26T10:19:39.188000,orange,issa,RING,2013-07-26T16:36:00,22,M,2,BANCONI,91091001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T08:21:52.038000,orange,samerou,RING,2013-07-26T10:25:00,29,M,4,BAMAKO-COURA,91093166,village,A2,1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24T15:04:46.378000,orange,samerou,RING,2013-07-24T19:12:00,32,M,3,DJIKORONI-PARA,91094001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T15:12:43,orange,samerou,CALL_ME,2013-07-24T19:16:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-26T10:21:28.428000,orange,issa,RING,2013-07-26T16:39:00,22,M,1,BANCONI,91091001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T21:27:59.193000,orange,abba,RING,2013-07-26T15:55:00,42,F,6,COMMUNE DE KOUTIALA,35091000,commune,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-25T16:40:43.020000,orange,samerou,RING,2013-07-25T10:39:00,25,M,2,KALABANCORO,25029250,village,"A2, E9, F9",3,,true,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,true,,,,
2013-07-22T08:44:44.128000,orange,abba,RING,2013-07-22T08:44:00,42,M,3,NIAMAKORO,91096496,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T19:41:55,orange,samerou,CALL_ME,2013-07-25T19:17:00,,M,1,SEGOU KOURA SOMONO,41091771,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-26T10:23:19.068000,orange,issa,RING,2013-07-26T16:42:00,25,M,1,NIAMAKORO,91096496,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T16:43:42.390000,orange,samerou,RING,2013-07-25T10:43:00,32,M,1,DARSALAM,91093331,village,"A2, H3",2,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
2013-07-24T15:14:52.498000,orange,samerou,RING,2013-07-24T19:19:00,22,M,2,YIRIMADJO,91096892,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T17:19:48.378000,orange,samerou,RING,2013-07-25T11:34:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T15:17:54,orange,samerou,SMS_HOTLINE,2013-07-24T19:26:00,49,M,2,SENOU,91096595,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T10:25:46.188000,orange,issa,RING,2013-07-26T16:42:00,28,M,2,KALABAMBOUGOU,91094334,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-24T15:19:03.898000,orange,samerou,RING,2013-07-24T19:29:00,27,M,2,BAMAKO-COURA,91093166,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-26T10:26:23.108000,orange,issa,RING,2013-07-26T16:48:00,36,M,2,FADJIGUILA,91091445,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-26T10:26:59,orange,issa,CALL_ME,2013-07-26T10:26:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T16:53:40.848000,malitel,samerou,RING,2013-07-24T19:32:00,22,M,2,KOULOUBA/KOULOUBA-VILLAGE,91093551,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-26T10:27:03,orange,issa,CALL_ME,2013-07-26T16:54:00,26,M,3,SEGOU KOURA SOMONO,41091771,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26T10:27:15.388000,orange,issa,RING,2013-07-26T10:27:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T15:20:09.168000,orange,samerou,RING,2013-07-24T19:39:00,22,M,22,KOULOUBA/KOULOUBA-VILLAGE,91093551,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-26T10:27:30,orange,issa,CALL_ME,2013-07-26T17:03:00,30,M,3,TOROKOROBOUGOU,91095892,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24T15:20:22.738000,orange,samerou,CALL_ME,2013-07-24T19:36:00,30,M,2,BANCONI,91091001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T21:36:14.623000,malitel,abba,RING,2013-07-26T11:47:00,21,M,2,KALABANCORO,25029250,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24T15:23:52.258000,orange,samerou,RING,2013-07-24T19:39:00,25,M,3,LAFIABOUGOU,91094445,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24T15:25:31,orange,samerou,CALL_ME,2013-07-24T19:43:00,,U,0,,,,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-26T10:27:53.508000,orange,issa,RING,2013-07-26T15:32:00,23,M,1,MISSABOUGOU,91096397,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-26T10:50:26.698000,malitel,abba,RING,2013-07-26T14:06:00,29,M,2,DJIKORONI-PARA,91094001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T15:39:25.433000,orange,abba,RING,2013-07-24T19:28:00,30,F,2,LAFIABOUGOU,91094445,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T10:50:36.938000,malitel,abba,RING,2013-07-26T13:10:00,45,M,1,SOGONIKO,91096694,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T10:53:03.078000,malitel,abba,RING,2013-07-26T15:15:00,34,M,2,LAFIABOUGOU,91094445,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-26T10:53:35.078000,malitel,abba,RING,2013-07-26T13:12:00,30,M,1,SIRAKORO,31091853,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-26T10:55:27.458000,malitel,abba,RING,2013-07-26T10:55:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-26T10:56:49.471000,malitel,abba,RING,2013-07-26T13:21:00,49,M,1,BANANKABOUGOU,91096001,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-26T10:58:19.938000,malitel,abba,RING,2013-07-26T10:58:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-26T10:58:55.037000,malitel,abba,RING,2013-07-26T10:58:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T20:55:26,malitel,abba,SMS_HOTLINE,2013-07-24T11:15:00,23,M,3,MEDINA-COURA,91092451,village,F8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
2013-07-26T11:02:02.755000,malitel,abba,RING,2013-07-26T13:27:00,27,M,1,BANCONI,91091001,village,E7,1,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,
2013-07-24T20:55:32,malitel,abba,SMS_HOTLINE,2013-07-24T20:55:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T20:56:02,malitel,abba,SMS_HOTLINE,2013-07-24T11:20:00,40,M,4,HIPPODROME,91092361,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26T11:02:22.540000,malitel,abba,RING,2013-07-26T11:02:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T20:56:13,malitel,abba,RING,2013-07-24T11:24:00,35,M,3,YIRIMADJO,91096892,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T21:02:14.648000,malitel,abba,RING,2013-07-24T21:02:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T21:02:57.648000,malitel,abba,RING,2013-07-24T11:30:00,22,F,2,SABALIBOUGOU,91095694,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T11:05:45.428000,malitel,abba,RING,2013-07-26T13:51:00,24,M,1,TOROKOROBOUGOU,91095892,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-24T21:08:06.708000,malitel,abba,RING,2013-07-24T11:39:00,21,F,4,BAGADADJI,91092001,village,F8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,
2013-07-24T21:08:40.418000,malitel,abba,RING,2013-07-24T11:44:00,25,M,4,DJIKORONI-PARA,91094001,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24T21:13:35.647000,malitel,abba,RING,2013-07-24T11:30:00,36,F,6,FALADIE,91096199,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26T11:06:17.938000,malitel,abba,RING,2013-07-26T13:36:00,25,M,4,KALABAMBOUGOU,91094334,village,E8,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
2013-07-24T21:15:28.538000,malitel,abba,SMS_HOTLINE,2013-07-24T21:15:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T21:21:13,malitel,abba,SMS_HOTLINE,2013-07-24T11:56:00,34,M,3,KALABANCOURA,91095397,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T21:21:17.128000,malitel,abba,RING,2013-07-24T12:00:00,26,M,2,COMMUNE 6,91096000,commune,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-24T21:21:42.608000,malitel,abba,RING,2013-07-24T12:03:00,28,M,1,MISSIRA,91092541,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-24T21:26:06.938000,malitel,abba,RING,2013-07-24T12:06:00,32,F,3,YIRIMADJO,91096892,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26T11:07:06.668000,malitel,abba,RING,2013-07-26T11:07:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T21:31:44,malitel,abba,SMS_HOTLINE,2013-07-24T12:09:00,17,F,2,YIRIMADJO,91096892,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-26T11:07:29.100000,malitel,abba,RING,2013-07-26T11:07:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-26T11:09:06.978000,malitel,abba,RING,2013-07-26T13:59:00,22,F,2,DISTRICT DE BAMAKO,91000000,cercle,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T21:34:39.448000,malitel,abba,RING,2013-07-24T12:17:00,27,M,3,BAMAKO-COURA BOLIBANA EX-BASE,91093221,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26T10:22:35.220000,malitel,abba,RING,2013-07-26T13:47:00,27,M,8,BOULKASSOUMBOUGOU,91091112,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-26T11:11:44.238000,malitel,abba,RING,2013-07-26T11:11:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-26T11:15:04.948000,malitel,abba,RING,2013-07-26T11:15:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T21:35:37.008000,malitel,abba,RING,2013-07-24T21:35:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T17:11:16.378000,malitel,samerou,RING,2013-07-24T13:18:00,23,M,2,YIRIMADJO,91096892,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T21:36:57.368000,malitel,abba,RING,2013-07-24T12:23:00,27,F,3,DARSALAM,91093331,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-24T21:40:15.768000,malitel,abba,RING,2013-07-24T21:40:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T20:54:50,malitel,abba,SMS_HOTLINE,2013-07-24T12:27:00,18,M,2,YIRIMADJO,91096892,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-24T20:34:24.828000,orange,abba,RING,2013-07-24T10:16:00,24,M,2,KALABANCOURA,91095397,village,E9,1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
2013-07-25T12:53:19,malitel,samerou,RING,2013-07-25T10:04:00,34,M,2,DJIKORONI-PARA,91094001,village,F9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T18:11:38.328000,malitel,samerou,RING,2013-07-25T10:08:00,25,M,1,MAGNAMBOUGOU,91096298,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23T19:34:29.968000,orange,abba,RING,2013-07-23T10:19:00,22,M,2,YIRIMADJO,91096892,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24T20:36:06.058000,orange,abba,RING,2013-07-24T10:22:00,21,M,2,BANANKABOUGOU,91096001,village,"B2, F9",2,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
2013-07-25T18:28:21.258000,malitel,samerou,RING,2013-07-25T10:14:00,25,F,1,COMMUNE DE SIKASSO,31091000,commune,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
2013-07-24T20:36:20.378000,orange,abba,RING,2013-07-24T10:25:00,46,F,3,BACO-DJIKORONI,91095001,village,E1,1,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25T18:39:19.378000,malitel,samerou,RING,2013-07-25T11:40:00,25,F,1,COMMUNE DE SIKASSO,31091000,commune,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T20:40:18,orange,abba,CALL_ME,2013-07-24T20:40:00,,U,0,,,,H2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
2013-07-24T21:01:16,orange,abba,CALL_ME,2013-07-24T10:46:00,23,M,1,SOGONIKO,91096694,village,H1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
